#	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
599	CSCO	1/2/1998	108.73	"Cisco Systems, Inc."	NASDAQ	"Computer Communications Equipment"	"Technology"
600	CSFL	1/4/2005	12.8	"CenterState Banks, Inc."	NASDAQ	"Major Banks"	"Finance"
601	CSGP	8/2/1999	34.06	"CoStar Group, Inc."	NASDAQ	"Business Services"	"Miscellaneous"
602	CSGS	1/2/1998	56	"CSG Systems International, Inc."	NASDAQ	"EDP Services"	"Technology"
603	CSII	2/26/2009	15.14	"Cardiovascular Systems, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
604	CSL	1/2/1998	51.34	"Carlisle Companies Incorporated"	NYSE	"Specialty Chemicals"	"Basic Industries"
605	CSOD	3/17/2011	19.22	"Cornerstone OnDemand, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
606	CSS	1/2/1998	12.57	"CSS Industries, Inc."	NYSE	"Consumer: Greeting Cards"	"Consumer Services"
607	CST	4/17/2013	14.31	"CST Brands, Inc."	NYSE	"Automotive Aftermarket"	"Consumer Durables"
608	CSTR	1/2/1998	41.72	"CapStar Financial Holdings, Inc."	NASDAQ	"Major Banks"	"Finance"
609	CSU	1/2/1998	22.1	"Capital Senior Living Corporation"	NYSE	"Hospital/Nursing Management"	"Health Care"
610	CSV	5/8/1998	14.54	"Carriage Services, Inc."	NYSE	"Other Consumer Services"	"Consumer Services"
611	CSWC	1/2/1998	6.11	"Capital Southwest Corporation"	NASDAQ	""	""
612	CSX	1/2/1998	81.39	"CSX Corporation"	NASDAQ	"Railroads"	"Transportation"
613	CTAS	1/2/1998	72.52	"Cintas Corporation"	NASDAQ	"Apparel"	"Consumer Non-Durables"
614	CTB	1/2/1998	66.53	"Cooper Tire & Rubber Company"	NYSE	"Automotive Aftermarket"	"Consumer Durables"
615	CTBI	1/2/1998	14.41	"Community Trust Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
616	CTBK	6/9/1999	7.86	"City Bank"	OTC MARKETS	""	""
617	CTIC	1/2/1998	60.66	"CTI BioPharma Corp."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
618	CTL	1/2/1998	76.31	"CenturyLink, Inc."	NYSE	"Telecommunications Equipment"	"Public Utilities"
619	CTO	1/5/1998	6.74	"Consolidated-Tomoka Land Co."	AMEX	"Real Estate"	"Finance"
620	CTR	8/3/2012	7.82	"ClearBridge Energy MLP Total Return Fund Inc."	NYSE	""	""
621	CTRN	5/18/2005	25.22	"Citi Trends, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
622	CTS	1/2/1998	37.44	"CTS Corporation"	NYSE	"Electrical Products"	"Technology"
623	CTSH	6/19/1998	70.3	"Cognizant Technology Solutions Corporation"	NASDAQ	"EDP Services"	"Technology"
624	CTV	9/30/2014	1.76	"Qwest Corporation"	NYSE	"Telecommunications Equipment"	"Public Utilities"
625	CTWS	1/2/1998	9.25	"Connecticut Water Service, Inc."	NASDAQ	"Water Supply"	"Public Utilities"
626	CTX	4/3/2012	3.44	"Qwest Corporation"	NYSE	"Telecommunications Equipment"	"Public Utilities"
627	CTXS	1/2/1998	84.23	"Citrix Systems, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
628	CUB	1/2/1998	32.55	"Cubic Corporation"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
629	CUBE	5/1/2007	38.74	"CubeSmart"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
630	CUBI	4/11/2012	7.4	"Customers Bancorp, Inc"	NYSE	"Major Banks"	"Finance"
631	CUNB	5/16/2007	2.31	"CU Bancorp (CA)"	NASDAQ	"Major Banks"	"Finance"
632	CUTR	3/31/2004	19.34	"Cutera, Inc."	NASDAQ	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
633	CUZ	1/2/1998	54.23	"Cousins Properties Incorporated"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
634	CVA	10/5/2005	47.9	"Covanta Holding Corporation"	NYSE	"Electric Utilities: Central"	"Basic Industries"
635	CVBF	6/12/2001	44.66	"CVB Financial Corporation"	NASDAQ	"Major Banks"	"Finance"
636	CVCO	7/1/2003	10.73	"Cavco Industries, Inc."	NASDAQ	"Homebuilding"	"Basic Industries"
637	CVG	8/13/1998	68.19	"Convergys Corporation"	NYSE	"EDP Services"	"Technology"
638	CVGI	8/9/2004	24.24	"Commercial Vehicle Group, Inc."	NASDAQ	"Auto Parts:O.E.M."	"Capital Goods"
639	CVGW	7/23/2002	14.38	"Calavo Growers, Inc."	NASDAQ	"Farming/Seeds/Milling"	"Consumer Non-Durables"
640	CVI	10/23/2007	34.5	"CVR Energy Inc."	NYSE	"Integrated oil Companies"	"Energy"
641	CVLT	9/22/2006	35.97	"Commvault Systems, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
642	CVO	5/17/2004	33.43	"Cenveo Inc"	NYSE	"Containers/Packaging"	"Consumer Durables"
643	CVS	1/2/1998	83.73	"CVS Health Corporation"	NYSE	"Medical/Nursing Services"	"Health Care"
644	CVTI	1/2/1998	16.15	"Covenant Transportation Group, Inc."	NASDAQ	"Trucking Freight/Courier Services"	"Transportation"
645	CVX	10/10/2001	73.09	"Chevron Corporation"	NYSE	"Integrated oil Companies"	"Energy"
646	CW	1/2/1998	38.25	"Curtiss-Wright Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
647	CWCO	3/8/1999	19.05	"Consolidated Water Co. Ltd."	NASDAQ	"Water Supply"	"Public Utilities"
648	CWEI	1/2/1998	24.27	"Clayton Williams Energy, Inc."	NYSE	"Oil & Gas Production"	"Energy"
649	CWH	10/7/2016	1.11	"Camping World Holdings, Inc."	NYSE	"Automotive Aftermarket"	"Consumer Durables"
650	CWST	1/2/1998	27.23	"Casella Waste Systems, Inc."	NASDAQ	"Environmental Services"	"Public Utilities"
651	CWT	1/2/1998	34.19	"California Water  Service Group Holding"	NYSE	"Water Supply"	"Public Utilities"
652	CXO	8/3/2007	40.59	"Concho Resources Inc."	NYSE	"Oil & Gas Production"	"Energy"
653	CXW	10/2/2000	54.57	"CoreCivic, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
654	CY	1/2/1998	83.58	"Cypress Semiconductor Corporation"	NASDAQ	"Semiconductors"	"Technology"
655	CYH	6/9/2000	61.73	"Community Health Systems, Inc."	NYSE	"Hospital/Nursing Management"	"Health Care"
656	CYNO	12/9/2005	23.45	"Cynosure, Inc."	NASDAQ	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
657	CYS	6/16/2009	31.06	"CYS Investments, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
658	CYTK	4/30/2004	27.24	"Cytokinetics, Incorporated"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
659	CYTX	12/19/2005	23.01	"Cytori Therapeutics Inc"	NASDAQ	"Medical/Dental Instruments"	"Health Care"
660	CZNC	1/13/2005	5.05	"Citizens & Northern Corp"	NASDAQ	"Major Banks"	"Finance"
661	CZR	2/8/2012	17.05	"Caesars Entertainment Corporation"	NASDAQ	"Hotels/Resorts"	"Consumer Services"
662	D	1/2/1998	78.61	"Dominion Resources, Inc."	NYSE	"Electric Utilities: Central"	"Public Utilities"
663	DAKT	1/2/1998	38.88	"Daktronics, Inc."	NASDAQ	"Miscellaneous manufacturing industries"	"Consumer Durables"
664	DAL	5/3/2007	47.37	"Delta Air Lines, Inc."	NYSE	"Air Freight/Delivery Services"	"Transportation"
665	DAN	2/1/2008	38.89	"Dana Incorporated"	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
666	DAR	1/2/1998	44.24	"Darling Ingredients Inc."	NYSE	"Packaged Foods"	"Consumer Non-Durables"
667	DATA	5/17/2013	15.35	"Tableau Software, Inc."	NYSE	"Computer Software: Prepackaged Software"	"Technology"
668	DBD	1/2/1998	63.21	"Diebold Nixdorf Incorporated"	NYSE	"Office Equipment/Supplies/Services"	"Miscellaneous"
669	DCI	1/2/1998	55.04	"Donaldson Company, Inc."	NYSE	"Pollution Control Equipment"	"Capital Goods"
670	DCO	1/2/1998	19.5	"Ducommun Incorporated"	NYSE	"Military/Government/Technical"	"Capital Goods"
671	DCOM	6/15/1998	34.41	"Dime Community Bancshares, Inc."	NASDAQ	"Savings Institutions"	"Finance"
672	DCP	5/4/2006	32.03	"DCP Midstream LP"	NYSE	"Natural Gas Distribution"	"Public Utilities"
673	DCT	12/13/2006	42.2	"DCT Industrial Trust Inc"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
674	DCTH	5/2/2002	54.29	"Delcath Systems, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
675	DD	1/2/1998	85.84	"E.I. du Pont de Nemours and Company"	NYSE	"Major Chemicals"	"Basic Industries"
676	DDD	1/2/1998	39.44	"3D Systems Corporation"	NYSE	"Computer Software: Prepackaged Software"	"Technology"
677	DDE	5/3/2002	13.08	"Dover Downs Gaming & Entertainment Inc"	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
678	DDR	1/2/1998	65.83	"DDR Corp."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
679	DDS	1/2/1998	68.43	"Dillard's, Inc."	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
680	DE	1/2/1998	82.41	"Deere & Company"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
681	DECK	1/2/1998	52.89	"Deckers Outdoor Corporation"	NYSE	"Shoe Manufacturing"	"Consumer Non-Durables"
682	DEI	10/25/2006	42.32	"Douglas Emmett, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
683	DEL	1/2/1998	16.51	"Deltic Timber Corporation"	NYSE	"Forest Products"	"Basic Industries"
684	DENN	5/10/2005	34.18	"Denny's Corporation"	NASDAQ	"Restaurants"	"Consumer Services"
685	DEPO	1/2/1998	38.16	"Depomed, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
686	DEST	12/9/2008	10.07	"Destination Maternity Corporation"	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
687	DF	1/2/1998	70.93	"Dean Foods Company"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
688	DFRG	7/27/2012	9.76	"Del Frisco's Restaurant Group, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
689	DFS	7/2/2007	44.33	"Discover Financial Services"	NYSE	"Finance: Consumer Services"	"Finance"
690	DFT	10/19/2007	35.4	"Dupont Fabros Technology, Inc."	NYSE	"Real Estate"	"Finance"
691	DG	11/13/2009	31.24	"Dollar General Corporation"	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
692	DGAS	2/4/2002	2.68	"Delta Natural Gas Company, Inc."	NASDAQ	"Oil & Gas Production"	"Public Utilities"
693	DGI	5/14/2009	25.41	"DigitalGlobe, Inc"	NYSE	"Telecommunications Equipment"	"Consumer Services"
694	DGICA	7/3/2003	8.83	"Donegal Group, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
695	DGII	1/2/1998	27.66	"Digi International Inc."	NASDAQ	"Computer Communications Equipment"	"Technology"
696	DGX	1/2/1998	69.16	"Quest Diagnostics Incorporated"	NYSE	"Medical Specialities"	"Health Care"
697	DHI	1/2/1998	75.27	"D.R. Horton, Inc."	NYSE	"Homebuilding"	"Capital Goods"
698	DHIL	8/29/2002	2.95	"Diamond Hill Investment Group, Inc."	NASDAQ	"Investment Managers"	"Finance"
699	DHR	1/2/1998	75.93	"Danaher Corporation"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
700	DHT	10/13/2005	32.24	"DHT Holdings, Inc."	NYSE	"Marine Transportation"	"Transportation"
701	DHX	7/26/2007	22.68	"DHI Group, Inc."	NYSE	"Business Services"	"Miscellaneous"
702	DIN	6/2/2008	22.84	"DineEquity, Inc"	NYSE	"Restaurants"	"Consumer Services"
703	DIOD	6/19/2000	40.45	"Diodes Incorporated"	NASDAQ	"Semiconductors"	"Technology"
704	DIS	1/2/1998	89.58	"Walt Disney Company (The)"	NYSE	"Television Services"	"Consumer Services"
705	DISCA	7/21/2005	51.16	"Discovery Communications, Inc."	NASDAQ	"Television Services"	"Consumer Services"
706	DISCK	9/18/2008	32.68	"Discovery Communications, Inc."	NASDAQ	"Television Services"	"Consumer Services"
707	DISH	1/2/1998	80.35	"DISH Network Corporation"	NASDAQ	"Television Services"	"Consumer Services"
708	DJCO	1/16/1998	0.51	"Daily Journal Corp. (S.C.)"	NASDAQ	"Newspapers/Magazines"	"Consumer Services"
709	DK	5/4/2006	36.59	"Delek US Holdings, Inc."	NYSE	"Integrated oil Companies"	"Energy"
710	DKS	10/16/2002	58.22	"Dick's Sporting Goods Inc"	NYSE	"Other Specialty Stores"	"Consumer Services"
711	DLA	7/3/2000	4.49	"Delta Apparel, Inc."	AMEX	"Apparel"	"Consumer Non-Durables"
712	DLB	2/17/2005	42.17	"Dolby Laboratories"	NYSE	"Multi-Sector Companies"	"Miscellaneous"
713	DLPH	11/17/2011	22.35	"Delphi Automotive plc"	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
714	DLR	10/29/2004	47.6	"Digital Realty Trust, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
715	DLTR	1/2/1998	76.56	"Dollar Tree, Inc."	NASDAQ	"Department/Specialty Retail Stores"	"Consumer Services"
716	DLX	1/2/1998	59.68	"Deluxe Corporation"	NYSE	"Publishing"	"Consumer Durables"
717	DM	10/15/2014	4.76	"Dominion Midstream Partners, LP"	NYSE	"Natural Gas Distribution"	"Public Utilities"
718	DMRC	6/10/2005	11.09	"Digimarc Corporation"	NASDAQ	"EDP Services"	"Technology"
719	DNB	1/2/1998	57.1	"Dun & Bradstreet Corporation (The)"	NYSE	"Finance: Consumer Services"	"Finance"
720	DNKN	7/27/2011	22.95	"Dunkin' Brands Group, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
721	DNR	1/2/1998	64.25	"Denbury Resources Inc."	NYSE	"Oil & Gas Production"	"Energy"
722	DO	1/2/1998	79.35	"Diamond Offshore Drilling, Inc."	NYSE	"Oil & Gas Production"	"Energy"
723	DORM	5/26/2006	17.09	"Dorman Products, Inc."	NASDAQ	"Auto Parts:O.E.M."	"Capital Goods"
724	DOV	1/2/1998	73.39	"Dover Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
725	DOW	1/2/1998	84.48	"Dow Chemical Company (The)"	NYSE	"Major Chemicals"	"Basic Industries"
726	DOX	6/19/1998	67.22	"Amdocs Limited"	NASDAQ	"EDP Services"	"Technology"
727	DPS	5/7/2008	38.15	"Dr Pepper Snapple Group, Inc"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
728	DPZ	7/13/2004	47.93	"Domino's Pizza Inc"	NYSE	"Food Distributors"	"Consumer Non-Durables"
729	DRE	1/2/1998	69.89	"Duke Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
730	DRH	5/26/2005	46.9	"Diamondrock Hospitality Company"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
731	DRI	1/2/1998	73.62	"Darden Restaurants, Inc."	NYSE	"Restaurants"	"Consumer Services"
732	DRQ	1/2/1998	47.69	"Dril-Quip, Inc."	NYSE	"Metal Fabrications"	"Energy"
733	DRRX	9/28/2000	29.7	"DURECT Corporation"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
734	DSCI	7/27/2000	6.45	"Derma Sciences, Inc."	NASDAQ	"Medical Instruments & Supplies"	"Healthcare"
735	DSL	4/26/2013	11.33	"DoubleLine Income Solutions Fund"	NYSE	""	""
736	DSPG	1/2/1998	34.83	"DSP Group, Inc."	NASDAQ	"Semiconductors"	"Technology"
737	DST	1/2/1998	57.25	"DST Systems, Inc."	NYSE	"EDP Services"	"Technology"
738	DSW	6/29/2005	43.72	"DSW Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
739	DTE	1/2/1998	71.58	"DTE Energy Company"	NYSE	"Electric Utilities: Central"	"Public Utilities"
740	DTV	3/13/2007	38.32	"DTE Energy Company"	NYSE	"Electric Utilities: Central"	"Public Utilities"
741	DUK	1/2/1998	81.83	"Duke Energy Corporation"	NYSE	"Power Generation"	"Public Utilities"
742	DUSA	1/2/1998	14.19	"Davis Select U.S. Equity ETF"	NASDAQ	""	""
743	DV	1/2/1998	59.99	"DeVry Education Group Inc."	NYSE	"Other Consumer Services"	"Consumer Services"
744	DVA	10/9/2000	60.57	"DaVita Inc."	NYSE	"Hospital/Nursing Management"	"Health Care"
745	DVAX	2/19/2004	29.69	"Dynavax Technologies Corporation"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
746	DVD	1/2/1998	9.2	"Dover Motorsports, Inc."	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
747	DVN	10/12/2004	55.91	"Devon Energy Corporation"	NYSE	"Oil & Gas Production"	"Energy"
748	DWSN	1/2/1998	23.34	"Dawson Geophysical Company"	NASDAQ	"Oil & Gas Production"	"Energy"
749	DX	1/2/1998	23.67	"Dynex Capital, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
750	DXCM	4/14/2005	36.3	"DexCom, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
751	DXLG	8/12/2002	27.23	"Destination XL Group, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
752	DXPE	5/7/1998	23.68	"DXP Enterprises, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
753	DY	1/2/1998	54.28	"Dycom Industries, Inc."	NYSE	"Water Supply"	"Basic Industries"
754	DYN	10/3/2012	17.19	"Dynegy Inc."	NYSE	"Electric Utilities: Central"	"Public Utilities"
755	EA	1/2/1998	83.59	"Electronic Arts Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
756	EARN	5/1/2013	4	"Ellington Residential Mortgage REIT"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
757	EAT	1/2/1998	70.69	"Brinker International, Inc."	NYSE	"Restaurants"	"Consumer Services"
758	EBAY	9/24/1998	95.41	"eBay Inc."	NASDAQ	"Business Services"	"Miscellaneous"
759	EBF	1/2/1998	30.06	"Ennis, Inc."	NYSE	"Office Equipment/Supplies/Services"	"Consumer Services"
760	EBIX	7/12/2000	27.42	"Ebix, Inc."	NASDAQ	"EDP Services"	"Technology"
761	EBS	11/15/2006	28.05	"Emergent Biosolutions, Inc."	NYSE	"Major Pharmaceuticals"	"Health Care"
762	EBSB	1/23/2008	8.33	"Meridian Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
763	EBTC	6/1/2006	2.02	"Enterprise Bancorp Inc"	NASDAQ	"Major Banks"	"Finance"
764	ECHO	10/2/2009	15.38	"Echo Global Logistics, Inc."	NASDAQ	"Oil Refining/Marketing"	"Transportation"
765	ECL	1/2/1998	72.08	"Ecolab Inc."	NYSE	"Package Goods/Cosmetics"	"Basic Industries"
766	ECOL	1/5/1998	26.14	"US Ecology, Inc."	NASDAQ	"Environmental Services"	"Public Utilities"
767	ECOM	5/23/2013	9.41	"ChannelAdvisor Corporation"	NYSE	"Computer Software: Prepackaged Software"	"Technology"
768	ECPG	7/22/2003	29.05	"Encore Capital Group Inc"	NASDAQ	"Finance Companies"	"Finance"
769	ECYT	2/4/2011	14.9	"Endocyte, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
770	ED	1/2/1998	75.18	"Consolidated Edison Inc"	NYSE	"Power Generation"	"Public Utilities"
771	EDMC	10/2/2009	11.49	"Education Management Corporatio"	NASDAQ	"Education & Training Services"	"Services"
772	EDR	3/13/2007	32.67	"Education Realty Trust Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
773	EE	12/4/2002	39.18	"El Paso Electric Company"	NYSE	"Electric Utilities: Central"	"Public Utilities"
774	EEFT	1/2/1998	42.9	"Euronet Worldwide, Inc."	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
775	EFII	1/2/1998	58.62	"Electronics for Imaging, Inc."	NASDAQ	"Computer Communications Equipment"	"Technology"
776	EFSC	2/8/2005	9.05	"Enterprise Financial Services Corporation"	NASDAQ	"Major Banks"	"Finance"
777	EFX	1/2/1998	67.89	"Equifax, Inc."	NYSE	"Finance: Consumer Services"	"Finance"
778	EGAN	5/16/2007	4.28	"eGain Corporation"	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
779	EGBN	8/27/2001	10.3	"Eagle Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
780	EGHT	1/2/1998	39.38	"8x8 Inc"	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
781	EGL	7/18/2012	9.21	"Engility Holdings, Inc."	NYSE	"Military/Government/Technical"	"Consumer Services"
782	EGLE	6/28/2005	33.59	"Eagle Bulk Shipping Inc."	NASDAQ	"Marine Transportation"	"Transportation"
783	EGN	1/2/1998	57.64	"Energen Corporation"	NYSE	"Oil & Gas Production"	"Energy"
784	EGOV	7/15/1999	40.67	"NIC Inc."	NASDAQ	"Business Services"	"Miscellaneous"
785	EGP	1/2/1998	35.51	"EastGroup Properties, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
786	EGT	9/12/2007	6.85	"Entertainment Gaming Asia Incorporated"	NASDAQ	"Miscellaneous manufacturing industries"	"Consumer Durables"
787	EGY	1/2/1998	37.93	"Vaalco Energy Inc"	NYSE	"Oil & Gas Production"	"Energy"
788	EHTH	10/20/2006	24.89	"eHealth, Inc."	NASDAQ	"Specialty Insurers"	"Finance"
789	EIG	1/31/2007	26.1	"Employers Holdings Inc"	NYSE	"Property-Casualty Insurers"	"Finance"
790	EIX	1/2/1998	76.34	"Edison International"	NYSE	"Electric Utilities: Central"	"Public Utilities"
791	EL	1/2/1998	73.96	"Estee Lauder Companies, Inc. (The)"	NYSE	"Package Goods/Cosmetics"	"Consumer Non-Durables"
792	ELGX	6/3/2002	28.7	"Endologix, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
793	ELLI	4/15/2011	16.61	"Ellie Mae, Inc."	NYSE	"Computer Software: Prepackaged Software"	"Technology"
794	ELNK	12/14/2001	62.55	"EarthLink, Inc."	NASDAQ	"Internet Service Providers"	"Technology"
795	ELON	7/28/1998	38.23	"Echelon Corporation"	NASDAQ	"Computer Communications Equipment"	"Technology"
796	ELS	11/23/2004	37.27	"Equity Lifestyle Properties, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
797	ELY	1/2/1998	66.03	"Callaway Golf Company"	NYSE	"Recreational Products/Toys"	"Consumer Non-Durables"
798	EMAN	3/12/2007	6.16	"eMagin Corporation"	AMEX	"Semiconductors"	"Technology"
799	EMCI	1/2/1998	9.59	"EMC Insurance Group Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
800	EME	11/16/2000	49.28	"EMCOR Group, Inc."	NYSE	"Engineering & Construction"	"Capital Goods"
801	EMKR	1/2/1998	43.2	"EMCORE Corporation"	NASDAQ	"Semiconductors"	"Technology"
802	EML	1/2/1998	3.17	"Eastern Company (The)"	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
803	EMN	1/2/1998	73.03	"Eastman Chemical Company"	NYSE	"Major Chemicals"	"Basic Industries"
804	EMR	1/2/1998	82.53	"Emerson Electric Company"	NYSE	"Consumer Electronics/Appliances"	"Energy"
805	ENDP	7/18/2000	61.22	"Endo International plc"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
806	ENG	6/17/2002	15.11	"ENGlobal Corporation"	NASDAQ	"Military/Government/Technical"	"Consumer Services"
807	ENH	2/28/2003	41.91	"Endurance Specialty Holdings Ltd"	NYSE	"Property-Casualty Insurers"	"Finance"
808	ENOC	5/18/2007	27	"EnerNOC, Inc."	NASDAQ	"Computer Software: Programming, Data Processing"	"Technology"
809	ENPH	3/30/2012	13.31	"Enphase Energy, Inc."	NASDAQ	"Semiconductors"	"Technology"
810	ENR	7/1/2015	6.13	"Energizer Holdings, Inc."	NYSE	"Industrial Machinery/Components"	"Miscellaneous"
811	ENS	8/2/2004	37.45	"Enersys"	NYSE	"Telecommunications Equipment"	"Consumer Non-Durables"
812	ENSG	11/9/2007	17.57	"The Ensign Group, Inc."	NASDAQ	"Hospital/Nursing Management"	"Health Care"
813	ENT	2/1/2013	10.18	"Global Eagle Entertainment Inc."	NASDAQ	"Telecommunications Equipment"	"Consumer Services"
814	ENTA	3/21/2013	9.96	"Enanta Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
815	ENTG	7/11/2000	52.67	"Entegris, Inc."	NASDAQ	"Plastic Products"	"Consumer Non-Durables"
816	ENV	7/29/2010	13.76	"Envestnet, Inc"	NYSE	"Business Services"	"Miscellaneous"
817	ENZ	12/16/1999	34.71	"Enzo Biochem, Inc."	NYSE	"Medical Specialities"	"Health Care"
818	ENZN	1/2/1998	56.45	"Enzon Pharmaceuticals, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
819	EOG	1/2/1998	76.25	"EOG Resources, Inc."	NYSE	"Oil & Gas Production"	"Energy"
820	EPAM	2/8/2012	14.37	"EPAM Systems, Inc."	NYSE	"EDP Services"	"Technology"
821	EPAY	2/12/1999	33.49	"Bottomline Technologies, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
822	EPC	4/4/2000	57.84	"Energizer Holdings, Inc."	NYSE	"Package Goods/Cosmetics"	"Consumer Non-Durables"
823	EPM	7/17/2006	10.07	"Evolution Petroleum Corporation, Inc."	AMEX	"Oil & Gas Production"	"Energy"
824	EPR	1/2/1998	44.54	"EPR Properties"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
825	EPZM	5/31/2013	10.66	"Epizyme, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
826	EQC	1/2/1998	62.46	"Equity Commonwealth"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
827	EQIX	8/11/2000	53.43	"Equinix, Inc."	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
828	EQR	1/2/1998	71.88	"Equity Residential"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
829	EQT	1/2/1998	64.55	"EQT Corporation"	NYSE	"Oil & Gas Production"	"Energy"
830	EQY	5/14/1998	48.37	"Equity One, Inc. Common Stock"	NYSE	"REIT - Retail"	"Financial"
831	ERA	1/22/2013	6.63	"Era Group, Inc."	NYSE	"Transportation Services"	"Transportation"
832	ERIE	1/2/1998	18.87	"Erie Indemnity Company"	NASDAQ	"Specialty Insurers"	"Finance"
833	ERII	7/2/2008	20.41	"Energy Recovery, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
834	ES	11/15/2007	36.57	"Eversource Energy"	NYSE	"Electric Utilities: Central"	"Public Utilities"
835	ESE	1/2/1998	33.03	"ESCO Technologies Inc."	NYSE	"Telecommunications Equipment"	"Consumer Durables"
836	ESGR	9/30/2002	7.21	"Enstar Group Limited"	NASDAQ	"Property-Casualty Insurers"	"Finance"
837	ESIO	8/21/2003	30.59	"Electro Scientific Industries, Inc."	NASDAQ	"Industrial Machinery/Components"	"Miscellaneous"
838	ESL	1/2/1998	41.43	"Esterline Technologies Corporation"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
839	ESRX	1/2/1998	77.25	"Express Scripts Holding Company"	NASDAQ	"Medical/Nursing Services"	"Health Care"
840	ESS	1/2/1998	48.48	"Essex Property Trust, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
841	ESSA	4/4/2007	5.61	"ESSA Bancorp, Inc."	NASDAQ	"Banks"	"Finance"
842	ESSX	1/13/2010	2.59	"Essex Rental Corp"	NASDAQ	""	""
